"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"ЛКЭ. Тест сортировок списка грузомест по всем столбцам","55621","test_sorting_cargo_place_lke[lke]","tests","Mon Sep 29 00:35:24 SAMT 2025","passed","Mon Sep 29 00:36:19 SAMT 2025","","test_sorting","",""
"ЛКЗ. Тест создания и редактирования ГМ ГВ: 1) создаем ГМ ГВ: тип - Короб, кол-во/вес/объем/цена/температура - Рандом, статус - Новое, название/накладная/штрихкод/пломба/внешнийid/коммент - ГМ-timestamp, адреса - Первые из списка. 2) редактируем: кол-во/вес/объем/цена/температура - Рандом, название/накладная/штрихкод/пломба/внешнийid/коммент - ГМ-timestamp","126557","test_cargo_place_edit_lkz[lkz]","tests","Sun Sep 28 22:10:01 SAMT 2025","passed","Sun Sep 28 22:12:07 SAMT 2025","","test_cargo_place_edit","",""
"ЛКП Тест фильтра 'ТС' в разделе справочники","93071","test_vehicle_directory_lke[lke]","tests","Sun Sep 28 22:48:02 SAMT 2025","broken","Sun Sep 28 22:49:35 SAMT 2025","","test_filter_directory_lke","",""
"ЛКЗ, Тестирование: фильтры в разделе ""Грузоместа""","117964","test_filter_gm_lkz[lkz]","tests","Sun Sep 28 23:06:51 SAMT 2025","broken","Sun Sep 28 23:08:49 SAMT 2025","","test_filter_lkz","",""
"ЛКП. Редактирование поля Заявка на Договор","18526","test_edit_custom_field_lkp[lkp]","tests","Mon Sep 29 00:17:00 SAMT 2025","passed","Mon Sep 29 00:17:19 SAMT 2025","","test_settings_custom_lkp","",""
"ЛКЗ. Тест создания договора страхования: номер и название - № и Н-timestamp, срок - с Сегодня, макс стоимость - 1ккк, бордеро - Да, премия - 0.05%, мин - 50руб, в конце - Удаляем","9792","test_insurance_contract_add_lkz[lkz]","tests","Sun Sep 28 23:16:59 SAMT 2025","passed","Sun Sep 28 23:17:09 SAMT 2025","","test_insurance_add","",""
"ЛКП. Тест делегирования управлением ЛК: кому - Auto LKE, тип - перебор всех вариантов с проверкой сохранения","19982","test_delegation_to_lke_lkz[lkz]","tests","Sun Sep 28 22:23:51 SAMT 2025","passed","Sun Sep 28 22:24:11 SAMT 2025","","test_delegation_to_lke_lkz","",""
"ЛКЭ. Тест сортировок списков контрагентов по всем столбцам","42720","test_sorting_contractor_lke[lke]","tests","Mon Sep 29 00:37:16 SAMT 2025","passed","Mon Sep 29 00:37:59 SAMT 2025","","test_sorting","",""
"ЛКП. Удаление поля Контрагент","5955","test_delete_custom_field2_lkp[lkp]","tests","Mon Sep 29 00:19:11 SAMT 2025","passed","Mon Sep 29 00:19:17 SAMT 2025","","test_settings_custom_lkp","",""
"ЛКЭ. Тест копирования LTL тарифа: фильтр - LTL, название - LTL-timestamp, тип - Старый, мин.вес/объем вес/сбор прям./сбор обр. - Рандом, регион - Старый, минималка/доплата/темп.коэф/срок - Рандом, оригинал - Удаляем","8425","test_tariff_ltl_copy_lke[lke]","tests","Mon Sep 29 01:15:04 SAMT 2025","passed","Mon Sep 29 01:15:12 SAMT 2025","","test_tariff_edit_lke","",""
"ЛКЭ. Тест копирования FTL тарифа: фильтр - ПБ, тип - Пробег, маршрут - Старый, название - ПБ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","68952","test_ftl_ml_tariff_copy_lke[lke]","tests","Mon Sep 29 01:13:40 SAMT 2025","broken","Mon Sep 29 01:14:49 SAMT 2025","","test_tariff_edit_lke","",""
"ЛКП. Тест делегирования управлением ЛК: кому - Auto LKE, тип - перебор всех вариантов с проверкой сохранения","19994","test_delegation_to_lke_lkp[lkp]","tests","Sun Sep 28 22:23:13 SAMT 2025","passed","Sun Sep 28 22:23:33 SAMT 2025","","test_delegation_to_lke_lkp","",""
"ЛКП. Тест копирования FTL тарифа: фильтр - ГГ, тип - Фиксированный, маршрут - Старый, название - ГГ-timestamp, ТС - Старый, кузов - Старый, минималка/доп.адрес/ожидание - Рандом, оригинал - Удаляем","8293","test_tariff_ftl_cc_copy_lkp[lkp]","tests","Mon Sep 29 01:16:44 SAMT 2025","passed","Mon Sep 29 01:16:52 SAMT 2025","","test_tariff_edit_lkp","",""
"ЛКЭ. Тест сортировок списков транспортных средств по всем столбцам","181809","test_sorting_transport_lke[lke]","tests","Mon Sep 29 00:57:55 SAMT 2025","passed","Mon Sep 29 01:00:57 SAMT 2025","","test_sorting","",""
"ЛКЭ. Тест создания ПРР тарифа: название - ПРР-timestamp, спец. - Грузчик, минималка/доплата/МКАД - Рандом","14426","test_luo_tariff_add_lke[lke]","tests","Mon Sep 29 01:35:41 SAMT 2025","passed","Mon Sep 29 01:35:55 SAMT 2025","","test_tariff_luo_add_lke","",""
"ЛКЭ. Удаление полей","61178","test_delete_custom_field2_lke[lke]","tests","Mon Sep 29 00:15:03 SAMT 2025","passed","Mon Sep 29 00:16:04 SAMT 2025","","test_settings_custom_lke","",""
"ЛКЗ. Тест создания пользователя: ФИО - ФИО-timestamp, тип - Пользователь, роль - Админ, тлф - Рандом, email - Etimestamp@mail.ru, часовой пояс - Екб","17973","test_user_add_lkz[lkz]","tests","Mon Sep 29 01:38:39 SAMT 2025","passed","Mon Sep 29 01:38:57 SAMT 2025","","test_user_add_lkz","",""
"ЛКЭ. Тест управления ответственностью за КА: 1) создание пользователя и фильтрация по его фамилии, 2) назначение на ГВ - Все, делегировать - Шестому, отвязать - Всех.","88414","test_user_responsible_fo_client_lke[lke]","tests","Mon Sep 29 01:41:27 SAMT 2025","passed","Mon Sep 29 01:42:55 SAMT 2025","","test_user_edit_lke","",""
"ЛКП. Тест редактирования профиля: адреса - А-timestamp, тлф - Рандом, налогообложение - Перебор всех вариантов без сохранения, документообор - Вкл./Выкл, ссылка контура - Копирование, счет - 405+Рандом, бик - Фикс.","62908","test_profile_edit_lkp[lkp]","tests","Sun Sep 28 23:55:14 SAMT 2025","passed","Sun Sep 28 23:56:17 SAMT 2025","","test_profile_edit","",""
"ЛКП. Тест создания и редактирования ПП ПВ: 1) создаем ПП: номер - ПП-timestamp, модель - Полуприцеп, выпуск - 2023г, собственник - Подрядчик,тип - Грузовая, кузов - Бортовой, грузоподемность/паллет/высота - Мин. доп.парам - Нет2) редактируем ПП: тип - Трал, кузов - Трал, выпуск = 2020, собственник - Совместная собственность супругов, грузоподемность/высота/площадка - Макс, доп.парам - Все","31031","test_semitrailer1_edit_lkp[lkp]","tests","Mon Sep 29 02:04:30 SAMT 2025","failed","Mon Sep 29 02:05:01 SAMT 2025","","test_vehicle_edit_lkp","",""
"ЛКЭ. Тест создания договора с ГВ: номер - №-timestamp, срок - с Сегодня по 45 год, автоформирование реестров - Отключено.","12874","test_agreement_client_add_lke[lke]","tests","Sun Sep 28 22:00:48 SAMT 2025","passed","Sun Sep 28 22:01:01 SAMT 2025","","test_agreement_add_lke","",""
"ЛКЗ. Установка уведомлений","92645","test_notification_field_lkz[lkz]","tests","Sun Sep 28 23:44:09 SAMT 2025","broken","Sun Sep 28 23:45:41 SAMT 2025","","test_notifications_lkz","",""
"ЛКП. Тест создания Тягача ПВ"": номер - ТЯГ-timestamp, модель - Тягач, выпуск - 2023г, собственник - Подрядчик, добавить/заменить - ПП, эксплуатация - останавливаем/восстанавливаем","19560","test_tractor2_add_lkp[lkp]","tests","Mon Sep 29 02:00:48 SAMT 2025","failed","Mon Sep 29 02:01:08 SAMT 2025","","test_vehicle_add_lkp","",""
"ЛКЭ. Тест делегирования пользователю права управления ЛК ГВ: делегируем - Второму, отменяем - Третьему","6284","test_delegation_client_lke[lke]","tests","Sun Sep 28 22:24:30 SAMT 2025","passed","Sun Sep 28 22:24:36 SAMT 2025","","test_delegation_to_user_lke","",""
"ЛКЭ. Тест перехода в ЛК делегировавшего ГВ: гв - auto LKZ","10682","test_go_to_account_client_lke[lke]","tests","Sun Sep 28 22:25:39 SAMT 2025","passed","Sun Sep 28 22:25:50 SAMT 2025","","test_delegation_to_user_lke","",""
"ЛКЭ. Тест прикрепления тарифа к ДУ внутр. ПВ: создаем базовый ДУ и сразу прикрепляем существующий тариф - Первый в списке","9801","test_tariff_attach_inner_producer_lke[lke]","tests","Mon Sep 29 01:09:17 SAMT 2025","passed","Mon Sep 29 01:09:27 SAMT 2025","","test_tariff_attach_lke","",""
"ЛКП. Тест создания FTL тарифа: тип - Пробег, маршрут - Екб-Члб, название - ПБ-timestamp, ТС - 5т/36м3/15п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","20539","test_ftl_ml_tariff_add_lkp[lkp]","tests","Mon Sep 29 01:25:43 SAMT 2025","passed","Mon Sep 29 01:26:04 SAMT 2025","","test_tariff_ftl_add_lkp","",""
"ЛКЗ, Редактирование и удаление подразделения","5643","test_edit_subdivision_lkz[lkz]","tests","Mon Sep 29 01:07:50 SAMT 2025","passed","Mon Sep 29 01:07:55 SAMT 2025","","test_subdivision_lkz","",""
"ЛКП. Тест редактирования водителя: ФИО - ФИО-timestamp, паспорт/права - Другой/Другой, страна - Албания, город - Тирана, № паспорт/код/права/тлф.апп/тлф. - Рандом, книжка - Да","28821","test_driver_edit_1_own_lkp[lkp]","tests","Sun Sep 28 22:37:36 SAMT 2025","passed","Sun Sep 28 22:38:05 SAMT 2025","","test_driver_edit_lkp","",""
"ЛКП. Тест создания договора с ГВ: номер - №-timestamp, срок - с Сегодня по 45 год, автоформирование реестров - Отключено.","12887","test_agreement_client_add_lkp[lkp]","tests","Sun Sep 28 22:02:20 SAMT 2025","passed","Sun Sep 28 22:02:33 SAMT 2025","","test_agreement_add_lkp","",""
"ЛКП. Тест фильтров в разделе Застрахованные Рейсы ","6949","test_filter_insured_order_lkp[lkp]","tests","Sun Sep 28 23:14:30 SAMT 2025","failed","Sun Sep 28 23:14:37 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ. Тест сортировок списков рейсов по всем столбцам","119526","test_sorting_orders_lkz[lkz]","tests","Mon Sep 29 00:28:11 SAMT 2025","passed","Mon Sep 29 00:30:10 SAMT 2025","","test_sorting","",""
"ЛКЭ. Тест фильтров в разделе Регулярные Рейсы ","6039","test_filter_regular_order_lke[lke]","tests","Sun Sep 28 23:13:12 SAMT 2025","failed","Sun Sep 28 23:13:18 SAMT 2025","","test_filter_old_ftl","",""
"ЛКЗ. Тест копирования FTL тарифа: фильтр - ПЧ, тип - Почасовой, округление - Час, название - ПЧ-timestamp, ТС - Старый, кузов - Старый, минималка - Рандом, оригинал - Удаляем","15350","test_tariff_ftl_h_copy_lkz[lkz]","tests","Mon Sep 29 01:18:50 SAMT 2025","passed","Mon Sep 29 01:19:05 SAMT 2025","","test_tariff_edit_lkz","",""
"ЛКП. Тест создания пользователя: ФИО - ФИО-timestamp, тип - Пользователь, роль - Админ, тлф - Рандом, email - Etimestamp@mail.ru, часовой пояс - Екб","17874","test_user_add_lkp[lkp]","tests","Mon Sep 29 01:38:04 SAMT 2025","passed","Mon Sep 29 01:38:21 SAMT 2025","","test_user_add_lkp","",""
"ЛКП. Тест удаления пользователя: пользователь - Первый в списке","2500","test_user_delete_lkp[lkp]","tests","Mon Sep 29 01:39:35 SAMT 2025","passed","Mon Sep 29 01:39:38 SAMT 2025","","test_user_delete","",""
"ЛКП Тест фильтра 'Тарифы' в разделе справочники","24210","test_tariff_directory_lkp[lkp]","tests","Sun Sep 28 22:49:50 SAMT 2025","failed","Sun Sep 28 22:50:14 SAMT 2025","","test_filter_directory_lkp","",""
"ЛКЭ. Тест бокового меню: переход по всем вкладкам, ожидание прогрузки, проверка вкладки по названию","80382","test_sidebar_lke[lke]","tests","Mon Sep 29 00:22:33 SAMT 2025","broken","Mon Sep 29 00:23:53 SAMT 2025","","test_sidebar","",""
"ЛКЗ. Тест создания FTL тарифа: тип - Почасовой, округление - Час, название - ПЧ-timestamp, ТС - 0.5т, кузов - Закрытый, минималка - Рандом","19381","test_ftl_h_tariff_add_lkz[lkz]","tests","Mon Sep 29 01:26:21 SAMT 2025","passed","Mon Sep 29 01:26:41 SAMT 2025","","test_tariff_ftl_add_lkz","",""
"ЛКП. Создание поля Договор","15248","test_create_custom_field2_lkp[lkp]","tests","Mon Sep 29 00:18:01 SAMT 2025","passed","Mon Sep 29 00:18:16 SAMT 2025","","test_settings_custom_lkp","",""
"ЛКЭ. Тест управления ответственностью за КА: 1) создание пользователя и фильтрация по его фамилии, 2) назначение на ПВ - Все, делегировать - Шестому, отвязать - Всех.","147419","test_user_responsible_fo_producer_lke[lke]","tests","Mon Sep 29 01:43:13 SAMT 2025","broken","Mon Sep 29 01:45:40 SAMT 2025","","test_user_edit_lke","",""
"ЛКЭ. Тест создания и редактирование собственного водителя Экспедитора: 1) создаем: ФИО - ФИО-timestamp, паспорт/права - РФ/РФ, № паспорт/код/права/тлф.апп/тлф. - Рандом, книжка - Нет.2) редактируем: ФИО - ФИО-timestamp, паспорт/права - Другой/РФ, страна - Албания, город - Тирана, № паспорт/код/права/тлф.апп/тлф. - Рандом, книжка - Да.","31918","test_driver_edit_own_lke[lke]","tests","Sun Sep 28 22:35:02 SAMT 2025","passed","Sun Sep 28 22:35:34 SAMT 2025","","test_driver_edit_lke","",""
"ЛКП Тест фильтра 'ТС' в разделе справочники","192009","test_vehicle_directory_lkp[lkp]","tests","Sun Sep 28 22:51:21 SAMT 2025","broken","Sun Sep 28 22:54:33 SAMT 2025","","test_filter_directory_lkp","",""
"ЛКЭ. Тест создания водителя Экс: ФИО - ФИО-timestamp, паспорт/права - РФ, № паспорт/код/права/тлф.апп/тлф. - Рандом, добавить/убрать - 2 и 1 ТС, работа - останавливаем/востанавливаем/увольняем","33080","test_own_driver_add_lke[lke]","tests","Sun Sep 28 22:27:26 SAMT 2025","passed","Sun Sep 28 22:28:00 SAMT 2025","","test_driver_add_lke","",""
"Установка уведомлений","361198","test_notification_field_lke[lke]","tests","Sun Sep 28 23:36:07 SAMT 2025","broken","Sun Sep 28 23:42:08 SAMT 2025","","test_notifications_lke","",""
"ЛКЭ. Тест удаления группы: группа - Шестая в списке","62043","test_group_delete_lke[lke]","tests","Sun Sep 28 23:15:40 SAMT 2025","passed","Sun Sep 28 23:16:42 SAMT 2025","","test_group_lke","",""
"ЛКЭ. Тест создания и редактирования специалиста Экс: 1) создаем: ФИО - ФИО-timestamp, паспорт - РФ, тип - Грузчик/Упаковщик/Такелажник, годен до - 10.10.2045, № паспорт/код/права/тлф.апп/тлф. - Рандом.2) редактируем: ФИО - ФИО-timestamp, паспорт - Албания/Тирана, тип - Сборщик/Стропальщик, № паспорт/код/права/тлф.апп/тлф. - Рандом.","61030","test_loader_edit_2_lke[lke]","tests","Sun Sep 28 23:25:04 SAMT 2025","broken","Sun Sep 28 23:26:05 SAMT 2025","","test_loader_edit","",""
"ЛКЗ. Тест №1 Редактирование кастомных полей","23623","test_one_custom_settings_lkz[lkz]","tests","Mon Sep 29 00:19:35 SAMT 2025","failed","Mon Sep 29 00:19:58 SAMT 2025","","test_settings_custom_lkz","",""
"ЛКЗ. Тест создания договора с ПВ: номер - №-timestamp, срок - с Сегодня по 45 год, автоформирование реестров - Отключено.","12800","test_agreement_producer_add_lkz[lkz]","tests","Sun Sep 28 22:02:51 SAMT 2025","passed","Sun Sep 28 22:03:04 SAMT 2025","","test_agreement_add_lkz","",""
"ЛКЭ, Тестирование: фильтры в разделе ""Отправления""","16864","test_filter_departures_lke[lke]","tests","Sun Sep 28 23:01:01 SAMT 2025","failed","Sun Sep 28 23:01:18 SAMT 2025","","test_filter_lke","",""
"ЛКЭ. Тест перехода в ЛК делегировавшего ПВ: пв - auto LKP","64198","test_go_to_account_producer_lke[lke]","tests","Sun Sep 28 22:26:08 SAMT 2025","broken","Sun Sep 28 22:27:12 SAMT 2025","","test_delegation_to_user_lke","",""
"ЛКП. Тест создания FTL тарифа: тип - Фиксированный, маршрут - Екб-Уфа, название - ГГ-timestamp, ТС - 1.5т/9м3/4п, кузов - Закрытый, минималка/доп.адрес/ожидание - Рандом","27968","test_ftl_cc_tariff_add_lkp[lkp]","tests","Mon Sep 29 01:25:01 SAMT 2025","broken","Mon Sep 29 01:25:29 SAMT 2025","","test_tariff_ftl_add_lkp","",""
"ЛКЭ. Тест создания адреса: статус - Активный, заполняем поля - Все, в конце - Удаляем","29314","test_address_add_lke[lke]","tests","Sun Sep 28 21:57:43 SAMT 2025","passed","Sun Sep 28 21:58:13 SAMT 2025","","test_address_add","",""
"ЛКЗ. Тест передачи ГМ Экспедитору: создаем - ГМ ГВ, передаем - Экс, создаем - LTL заявку, публикация - не публикуем","95093","test_cargo_place_transfer_lkz[lkz]","tests","Sun Sep 28 22:16:32 SAMT 2025","passed","Sun Sep 28 22:18:07 SAMT 2025","","test_cargo_place_operations","",""
"ЛКЗ. Тест сортировок списка подрядчиков по всем столбцам","20918","test_sorting_contractor_lkz[lkz]","tests","Mon Sep 29 00:36:37 SAMT 2025","passed","Mon Sep 29 00:36:58 SAMT 2025","","test_sorting","",""
"ЛКЗ. Тест редактирования профиля: адреса - А-timestamp, тлф - Рандом, налогообложение - Перебор всех вариантов без сохранения, документообор - Вкл./Выкл, ссылка контура - Копирование, счет - 405+Рандом, бик - Фикс.","62914","test_profile_edit_lkz[lkz]","tests","Sun Sep 28 23:52:55 SAMT 2025","passed","Sun Sep 28 23:53:58 SAMT 2025","","test_profile_edit","",""
"ЛКЭ. Тест копирования ПРР тарифа: фильтр - ПРР, название - ПРР-timestamp, спец. - Старый, минималка/доплата/МКАД - Рандом, оригинал - Удаляем","7430","test_tariff_luo_copy_lke[lke]","tests","Mon Sep 29 01:11:05 SAMT 2025","broken","Mon Sep 29 01:11:12 SAMT 2025","","test_tariff_edit_lke","",""
